alumno_id,grupo,carrera,Aritmetica1,Aritmetica2,Aritmetica3,Aritmetica4,Aritmetica5,Aritmetica6,Aritmetica7,Aritmetica8,Algebra1,Algebra2,Algebra3,Algebra4,Algebra5,Algebra6,Algebra7,Algebra8,Algebra9,Geometria1,Geometria2,Geometria3,Geometria4,Geometria5,Geometria6,Geometria7,Geometria8,Trigonometria1,Trigonometria2,Trigonometria3,Trigonometria4,Cal Aritmetica,Cal Algebra,Cal Geometria,Cal Trigonometria,Suma Aritmetica,Suma Algebra,Suma Geometria,Suma Trigonometria,Cal Final,Suma Final,Aprobado Aritmetica,Aprobado Algebra,Aprobado Geometria,Aprobado Trigonometria,Aprobado General,Curso,No_Materias 2024-3,Calificacion 2024-3,No_Materias 2025-1,Calificacion 2025-1,Inscrito 2024-3,Inscrito  2025-1,Termino 2024-3,Termino 2025-1,M_Reprobadas 2024-3,M_Reprobadas 2025-1,M_Aprobadas 2024-3,M_Aprobadas 2025-1,Porcentaje_M_R_2024-3,Porcentaje_M_R_2025-1,Porcentaje_M_A_2024-3,Porcentaje_M_A_2025-1,MAT_No_Materias 2024-3,MAT_Calificacion 2024-3,MAT_No_Materias 2025-1,MAT_Calificacion 2025-1,MAT_Inscrito 2024-3,MAT_Inscrito  2025-1,MAT_M_Reprobadas 2024-3,MAT_M_Reprobadas 2025-1,MAT_M_Aprobadas 2024-3,MAT_M_Aprobadas 2025-1,MAT_Porcentaje_M_R_2024-3,MAT_Porcentaje_M_R_2025-1,MAT_Porcentaje_M_A_2024-3,MAT_Porcentaje_M_A_2025-1,Asistencia_Curso,Periodo,Prom_General,MAT_Prom_General,Mat_Aprobadas_General
2243330187,D,I.I.S.,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,63,67,63,50,5,6,5,2,62,18,APROBADO,APROBADO,APROBADO,REPROBADO,APROBADO,SI,8,7.83,7,7.14,SI,SI,SI,SI,2,0,6,7,0.25,0,0.75,1,5,8,5,6.8,SI,SI,2,0,3,5,0.4,0,0.6,1,3,2024-3,7.508,7.4,13
2243330239,D,I.I.S.,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,75,22,88,75,6,2,7,3,62,18,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,8.88,0,0,SI,NO,SI,NO,0,0,8,0,0,0,1,0,5,8.6,0,0,SI,NO,0,0,5,0,0,0,1,0,5,2024-3,8.88,8.6,8
2243330218,D,I.I.S.,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,88,22,63,100,7,2,5,4,62,18,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,6,7,9.14,SI,SI,SI,SI,7,0,1,7,0.88,0,0.13,1,5,0,5,9.4,SI,SI,5,0,0,5,1,0,0,1,1,2024-3,7.465333333,4.7,8
2243330333,J,I.S.C.,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,75,78,50,25,6,7,4,1,62,18,APROBADO,APROBADO,REPROBADO,REPROBADO,APROBADO,SI,8,8.13,8,9.13,SI,SI,SI,SI,0,0,8,8,0,0,1,1,5,8,4,9,SI,SI,0,0,5,4,0,0,1,1,7,2024-3,8.63,8.444444444,16
2243330340,I,I.S.C.,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,88,33,100,0,7,3,8,0,62,18,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,8,8,7.71,SI,SI,SI,SI,2,1,6,7,0.25,0.13,0.75,0.88,5,8.33,5,8,SI,SI,2,0,3,5,0.4,0,0.6,1,4,2024-3,7.855,8.165,13
2243330360,I,I.S.C.,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,100,44,75,0,8,4,6,0,62,18,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,9.25,8,9.38,SI,SI,SI,SI,0,0,8,8,0,0,1,1,5,9,4,9.75,SI,SI,0,0,5,4,0,0,1,1,8,2024-3,9.315,9.333333333,16
2243330049,A,I.C.,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,50,56,75,75,4,5,6,3,62,18,REPROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,8.75,8,6.88,SI,SI,SI,SI,0,1,8,7,0,0.13,1,0.88,6,8.67,5,5.8,SI,SI,0,1,6,4,0,0.2,1,0.8,0,2024-3,7.815,7.365454545,15
2243330383,G,I.S.C. ,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,100,33,88,0,8,3,7,0,62,18,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,7.75,8,8.75,SI,SI,SI,SI,0,0,8,8,0,0,1,1,5,7.2,4,8.75,SI,SI,0,0,5,4,0,0,1,1,2,2024-3,8.25,7.888888889,16
2243330343,G,I.S.C. ,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,63,44,63,100,5,4,5,4,62,18,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,9,8,8.38,SI,SI,SI,SI,0,0,8,8,0,0,1,1,5,8.6,4,8.5,SI,SI,0,0,5,4,0,0,1,1,0,2024-3,8.69,8.555555556,16
2243330006,R,I.C.,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,100,22,75,25,8,2,6,1,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.75,8,8.75,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.33,5,8.2,SI,SI,0,0,6,5,0,0,1,1,5,2024-3,8.75,8.270909091,16
2243330112,S,I.C.,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,75,33,100,0,6,3,8,0,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.86,8,6.13,SI,SI,SI,SI,1,1,7,7,0.13,0.13,0.88,0.88,6,8.8,5,5.6,SI,SI,1,1,5,4,0.17,0.2,0.83,0.8,2,2024-3,7.495,7.345454545,14
2243330036,S,I.C.,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,88,56,63,0,7,5,5,0,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,3.5,8,8,SI,SI,SI,SI,6,6,2,2,0.75,0.75,0.25,0.25,6,0,6,8,SI,SI,6,4,0,2,1,0.67,0,0.33,0,2024-3,5.75,4,4
2243330323,H,I.S.C.,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,88,11,75,75,7,1,6,3,59,17,APROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,7.38,8,8.25,SI,SI,SI,SI,0,0,8,8,0,0,1,1,5,8,4,9,SI,SI,0,0,5,4,0,0,1,1,7,2024-3,7.815,8.444444444,16
2243330213,D,I.I.S.,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,63,44,88,25,5,4,7,1,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.75,9,9.11,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,8.6,5,8.8,SI,SI,0,0,5,5,0,0,1,1,6,2024-3,8.940588235,8.7,17
2243330135,D,I.I.S.,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,75,33,75,50,6,3,6,2,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,9.38,0,0,SI,NO,SI,NO,0,0,8,0,0,0,1,0,5,9.2,0,0,SI,NO,0,0,5,0,0,0,1,0,6,2024-3,9.38,9.2,8
2243330195,D,I.I.S.,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,100,22,75,25,8,2,6,1,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,9.25,9,9.22,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,9,5,8.8,SI,SI,0,0,5,5,0,0,1,1,6,2024-3,9.234117647,8.9,17
2243330129,D,I.I.S.,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,75,33,63,75,6,3,5,3,59,17,APROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,9.63,9,9.33,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,9.4,5,9,SI,SI,0,0,5,5,0,0,1,1,5,2024-3,9.471176471,9.2,17
2243330201,D,I.I.S.,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,88,22,63,75,7,2,5,3,59,17,APROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,9.25,9,8.78,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,9.2,5,8.2,SI,SI,0,0,5,5,0,0,1,1,8,2024-3,9.001176471,8.7,17
2243330285,Q,I.N.,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,88,22,75,50,7,2,6,2,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,9,9.33,9,9.44,SI,SI,SI,SI,0,0,9,9,0,0,1,1,4,8.75,5,9.2,SI,SI,0,0,4,5,0,0,1,1,4,2024-3,9.385,9,18
2243330388,G,I.S.C. ,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,88,33,50,75,7,3,4,3,59,17,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI,8,9,8,7.88,SI,SI,SI,SI,0,0,8,8,0,0,1,1,5,9,4,8.75,SI,SI,0,0,5,4,0,0,1,1,2,2024-3,8.44,8.888888889,16
2243330127,E,I.I.S.,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,88,22,88,25,7,2,7,1,59,17,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.63,8,7.75,SI,SI,SI,SI,0,0,8,8,0,0,1,1,5,8.2,5,7.6,SI,SI,0,0,5,5,0,0,1,1,2,2024-3,8.19,7.9,16
2233390362,R,I.C.,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,88,11,88,25,7,1,7,1,55,16,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.88,8,8,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.5,5,7.6,SI,SI,0,0,6,5,0,0,1,1,6,2024-3,8.44,8.090909091,16
2203510162,B,I.C.,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,38,33,75,100,3,3,6,4,55,16,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,5.17,3,0,SI,SI,SI,NO,3,3,5,0,0.38,1,0.63,0,6,4.5,3,0,SI,SI,3,3,3,0,0.5,1,0.5,0,0,2024-3,3.76,3,5
2243330093,B,I.C.,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,50,44,75,50,4,4,6,2,55,16,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.5,8,7.86,SI,SI,SI,SI,0,1,8,7,0,0.13,1,0.88,6,8.5,5,7,SI,SI,0,1,6,4,0,0.2,1,0.8,3,2024-3,8.18,7.818181818,15
2203223014,S,I.C.,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,75,11,75,75,6,1,6,3,55,16,APROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,8.13,7,0,SI,SI,SI,NO,0,7,8,0,0,1,1,0,6,8,5,0,SI,SI,0,5,6,0,0,1,1,0,3,2024-3,4.336,4.363636364,8
2243330341,H,I.S.C.,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,63,56,50,50,5,5,4,2,55,16,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI,7,8.71,8,8.5,SI,SI,SI,SI,0,0,7,8,0,0,1,1,4,9,5,8.4,SI,SI,0,0,4,5,0,0,1,1,6,2024-3,8.598,8.666666667,15
2213216002,C,I.I.S.,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,88,33,38,75,7,3,3,3,55,16,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI,8,6.67,7,3.5,SI,SI,SI,SI,2,5,6,2,0.25,0.71,0.75,0.29,5,6.67,4,3,SI,SI,2,3,3,1,0.4,0.75,0.6,0.25,1,2024-3,5.190666667,5.038888889,8
2213266049,C,I.I.S.,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,75,33,88,0,6,3,7,0,55,16,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.63,9,8.89,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,8.2,5,8.6,SI,SI,0,0,5,5,0,0,1,1,6,2024-3,8.767647059,8.4,17
2222390025,D,I.I.S.,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,38,56,75,50,3,5,6,2,55,16,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,9.38,9,10,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,9.4,5,10,SI,SI,0,0,5,5,0,0,1,1,1,2024-3,9.708235294,9.7,17
2243330223,D,I.I.S.,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,75,33,88,0,6,3,7,0,55,16,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,7.6,7,7,SI,SI,SI,SI,3,3,5,4,0.38,0.43,0.63,0.57,5,7,6,6.67,SI,SI,3,3,2,3,0.6,0.5,0.4,0.5,0,2024-3,7.32,6.82,9
2243330394,J,I.S.C.,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,88,44,50,25,7,4,4,1,55,16,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI,8,6.25,9,6.13,SI,SI,SI,SI,5,2,3,7,0.63,0.22,0.38,0.78,5,7.5,3,4.33,SI,SI,3,1,2,2,0.6,0.33,0.4,0.67,3,2024-3,6.186470588,6.31125,10
2233336140,Q,I.N.,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,75,44,50,50,6,4,4,2,55,16,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI,10,8.7,10,9,SI,SI,SI,SI,0,0,10,10,0,0,1,1,1,8,0,0,SI,NO,0,0,1,0,0,0,1,0,0,2024-3,8.85,8,20
2243330296,Q,I.N.,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,38,100,25,50,3,9,2,2,55,16,REPROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI,9,8.22,9,8.67,SI,SI,SI,SI,0,0,9,9,0,0,1,1,4,7.75,5,8.6,SI,SI,0,0,4,5,0,0,1,1,4,2024-3,8.445,8.222222222,18
2243330095,A,I.C.,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,75,56,63,0,6,5,5,0,55,16,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,6,7,0,SI,SI,SI,NO,6,7,2,0,0.75,1,0.25,0,6,9,3,0,SI,SI,4,3,2,0,0.67,1,0.33,0,0,2024-3,3.2,6,2
2243330100,A,I.C.,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,63,56,75,0,5,5,6,0,55,16,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.88,8,7.63,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.67,5,7,SI,SI,0,0,6,5,0,0,1,1,0,2024-3,8.255,7.910909091,16
2243330108,A,I.C.,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,63,44,63,50,5,4,5,2,55,16,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,6.5,8,6.2,SI,SI,SI,SI,3,3,5,5,0.38,0.38,0.63,0.63,6,6.6,3,6.33,SI,SI,2,0,4,3,0.33,0,0.67,1,0,2024-3,6.35,6.51,10
2213222008,A,I.C.,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,50,67,63,25,4,6,5,1,55,16,REPROBADO,APROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.63,8,7.38,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.33,5,6.8,SI,SI,0,0,6,5,0,0,1,1,0,2024-3,8.005,7.634545455,16
2243330001,R,I.C.,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,75,22,75,25,6,2,6,1,52,15,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,7.75,0,0,SI,NO,SI,NO,1,0,7,0,0.13,0,0.88,0,6,7,0,0,SI,NO,1,0,5,0,0.17,0,0.83,0,5,2024-3,7.75,7,7
2243330031,R,I.C.,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,50,33,63,75,4,3,5,3,52,15,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,5,0,0,SI,NO,SI,NO,6,0,2,0,0.75,0,0.25,0,6,4,0,0,SI,NO,5,0,1,0,0.83,0,0.17,0,0,2024-3,5,4,2
2243330395,H,I.S.C.,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,63,33,88,0,5,3,7,0,52,15,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.86,7,7.71,SI,SI,SI,SI,1,0,7,7,0.13,0,0.88,1,5,8.5,5,7.4,SI,SI,1,0,4,5,0.2,0,0.8,1,4,2024-3,8.323333333,7.95,14
2243330318,H,I.S.C.,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,38,33,100,25,3,3,8,1,52,15,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,9.14,0,0,SI,NO,SI,NO,1,0,7,0,0.13,0,0.88,0,5,9,0,0,SI,NO,1,0,4,0,0.2,0,0.8,0,5,2024-3,9.14,9,7
2213217001,C,I.I.S.,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,63,44,75,0,5,4,6,0,52,15,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,9.13,9,8.67,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,8.8,5,8.6,SI,SI,0,0,5,5,0,0,1,1,7,2024-3,8.886470588,8.7,17
2243330128,C,I.I.S.,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,75,33,50,50,6,3,4,2,52,15,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI,8,8,6,7.25,SI,SI,SI,SI,1,2,7,4,0.13,0.33,0.88,0.67,5,7.5,4,7.5,SI,SI,1,2,4,2,0.2,0.5,0.8,0.5,3,2024-3,7.678571429,7.5,11
2243330172,C,I.I.S.,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,63,56,63,0,5,5,5,0,52,15,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.63,10,8.9,SI,SI,SI,SI,0,0,8,10,0,0,1,1,5,8.2,5,8.8,SI,SI,0,0,5,5,0,0,1,1,6,2024-3,8.78,8.5,18
2243330138,D,I.I.S.,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,75,22,88,0,6,2,7,0,52,15,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,9,9,8.11,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,8.6,5,7.6,SI,SI,0,0,5,5,0,0,1,1,5,2024-3,8.528823529,8.1,17
2243330231,D,I.I.S.,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,75,33,75,0,6,3,6,0,52,15,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.63,9,8.38,SI,SI,SI,SI,0,1,8,8,0,0.11,1,0.89,5,8.8,5,8,SI,SI,0,1,5,4,0,0.2,1,0.8,5,2024-3,8.497647059,8.4,16
2243330140,D,I.I.S.,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,38,22,88,75,3,2,7,3,52,15,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,9.63,9,9.78,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,9.6,5,9.6,SI,SI,0,0,5,5,0,0,1,1,6,2024-3,9.709411765,9.6,17
2243330294,Q,I.N.,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,38,56,38,100,3,5,3,4,52,15,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI,9,9,9,8.44,SI,SI,SI,SI,0,0,9,9,0,0,1,1,4,8.5,5,8.2,SI,SI,0,0,4,5,0,0,1,1,6,2024-3,8.72,8.333333333,18
2243330363,G,I.S.C. ,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,38,33,75,75,3,3,6,3,52,15,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI,8,8.71,8,8.75,SI,SI,SI,SI,1,0,7,8,0.13,0,0.88,1,5,7.75,5,8.8,SI,SI,1,0,4,5,0.2,0,0.8,1,7,2024-3,8.73,8.275,15
2243330015,R,I.C.,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,75,33,63,0,6,3,5,0,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8,5,7.4,SI,SI,SI,SI,1,0,7,5,0.13,0,0.88,1,6,8,5,7.4,SI,SI,0,0,6,5,0,0,1,1,1,2024-3,7.769230769,7.727272727,12
2243330016,R,I.C.,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,63,11,75,50,5,1,6,2,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.71,8,6.83,SI,SI,SI,SI,1,3,7,5,0.13,0.38,0.88,0.63,6,8.4,5,5.33,SI,SI,1,3,5,2,0.17,0.6,0.83,0.4,1,2024-3,7.77,7.004545455,12
2243330026,R,I.C.,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,63,22,75,25,5,2,6,1,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,7.88,8,7.75,SI,SI,SI,SI,1,0,7,8,0.13,0,0.88,1,6,7.17,5,7.2,SI,SI,1,0,5,5,0.17,0,0.83,1,2,2024-3,7.815,7.183636364,15
2243330061,R,I.C.,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,63,33,38,75,5,3,3,3,48,14,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI,8,0,0,0,SI,NO,NO,NO,8,0,0,0,1,0,0,0,6,0,0,0,SI,NO,6,0,0,0,1,0,0,0,0,2024-3,0,0,0
2243330068,R,I.C.,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,38,22,100,25,3,2,8,1,48,14,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,8.75,8,7.43,SI,SI,SI,SI,0,1,8,7,0,0.13,1,0.88,6,8.33,5,6.75,SI,SI,0,1,6,4,0,0.2,1,0.8,6,2024-3,8.09,7.611818182,15
2243330096,R,I.C.,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,38,44,50,75,3,4,4,3,48,14,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI,8,8.88,8,7.67,SI,SI,SI,SI,0,2,8,6,0,0.25,1,0.75,6,8.5,5,7.33,SI,SI,0,2,6,3,0,0.4,1,0.6,3,2024-3,8.275,7.968181818,14
2243330104,R,I.C.,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,38,67,38,50,3,6,3,2,48,14,REPROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI,8,8.75,8,8.75,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.33,5,8.4,SI,SI,0,0,6,5,0,0,1,1,7,2024-3,8.75,8.361818182,16
2243330107,R,I.C.,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,75,22,63,25,6,2,5,1,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,3.33,0,0,SI,NO,SI,NO,7,0,1,0,0.88,0,0.13,0,6,0,0,0,SI,NO,6,0,0,0,1,0,0,0,2,2024-3,3.33,0,1
2243330121,S,I.C.,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,88,22,63,0,7,2,5,0,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI,8,7.71,8,0,SI,SI,SI,NO,1,8,7,0,0.13,1,0.88,0,6,7.6,6,0,SI,SI,1,6,5,0,0.17,1,0.83,0,0,2024-3,3.855,3.8,7
2213223014,S,I.C.,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,63,44,50,25,5,4,4,1,48,14,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI,8,8.75,8,6,SI,SI,SI,SI,0,7,8,1,0,0.88,1,0.13,6,9,5,0,SI,SI,0,5,6,0,0,1,1,0,4,2024-3,7.375,4.909090909,9
