alumno_id,grupo,carrera,Aritmetica1,Aritmetica2,Aritmetica3,Aritmetica4,Aritmetica5,Aritmetica6,Aritmetica7,Aritmetica8,Algebra1,Algebra2,Algebra3,Algebra4,Algebra5,Algebra6,Algebra7,Algebra8,Algebra9,Geometria1,Geometria2,Geometria3,Geometria4,Geometria5,Geometria6,Geometria7,Geometria8,Trigonometria1,Trigonometria2,Trigonometria3,Trigonometria4,Cal Aritmetica,Cal Algebra,Cal Geometria,Cal Trigonometria,Suma Aritmetica,Suma Algebra,Suma Geometria,Suma Trigonometria,Cal Final,Suma Final,Aprobado Aritmetica,Aprobado Algebra,Aprobado Geometria,Aprobado Trigonometria,Aprobado General,Curso,No_Materias 2024-3,Calificacion 2024-3,No_Materias 2025-1,Calificacion 2025-1,Inscrito 2024-3,Inscrito  2025-1,Termino 2024-3,Termino 2025-1,M_Reprobadas 2024-3,M_Reprobadas 2025-1,M_Aprobadas 2024-3,M_Aprobadas 2025-1,Porcentaje_M_R_2024-3,Porcentaje_M_R_2025-1,Porcentaje_M_A_2024-3,Porcentaje_M_A_2025-1,MAT_No_Materias 2024-3,MAT_Calificacion 2024-3,MAT_No_Materias 2025-1,MAT_Calificacion 2025-1,MAT_Inscrito 2024-3,MAT_Inscrito  2025-1,MAT_M_Reprobadas 2024-3,MAT_M_Reprobadas 2025-1,MAT_M_Aprobadas 2024-3,MAT_M_Aprobadas 2025-1,MAT_Porcentaje_M_R_2024-3,MAT_Porcentaje_M_R_2025-1,MAT_Porcentaje_M_A_2024-3,MAT_Porcentaje_M_A_2025-1,Asistencia_Curso,Periodo,Prom_General,MAT_Prom_General,Mat_Aprobadas_General
2243330208,C,I.I.S.,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,88,44,75,75,7,4,6,3,69,20,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,6.71,6,5.5,SI,SI,SI,SI,1,3,7,3,0.13,0.5,0.88,0.5,5,6.75,3,6.5,SI,SI,1,1,4,2,0.2,0.33,0.8,0.67,0,2024-3,6.191428571,6.65625,10
2243330191,D,I.I.S.,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,75,67,88,25,6,6,7,1,69,20,APROBADO,APROBADO,APROBADO,REPROBADO,APROBADO,SI,8,9.75,9,9.78,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,9.6,5,9.6,SI,SI,0,0,5,5,0,0,1,1,6,2024-3,9.765882353,9.6,17
2213208016,A,I.C.,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,88,78,75,0,7,7,6,0,69,20,APROBADO,APROBADO,APROBADO,REPROBADO,APROBADO,SI,8,8.75,8,7.88,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.5,5,7.4,SI,SI,0,0,6,5,0,0,1,1,0,2024-3,8.315,8,16
2243330346,G,I.S.C. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,100,89,38,25,8,8,3,1,69,20,APROBADO,APROBADO,REPROBADO,REPROBADO,APROBADO,SI,8,8.67,8,7.5,SI,SI,SI,SI,2,0,6,8,0.25,0,0.75,1,5,8.67,5,8,SI,SI,2,0,3,5,0.4,0,0.6,1,2,2024-3,8.085,8.335,14
2243330163,E,I.I.S.,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,88,56,100,0,7,5,8,0,69,20,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,6.63,9,4.5,SI,SI,SI,SI,0,4,8,5,0,0.44,1,0.56,5,6.4,5,4.67,SI,SI,0,3,5,2,0,0.6,1,0.4,2,2024-3,5.502352941,5.535,13
2243335016,R,I.C.,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,75,89,50,25,6,8,4,1,66,19,APROBADO,APROBADO,REPROBADO,REPROBADO,APROBADO,SI,8,0,0,0,SI,NO,NO,NO,8,0,0,0,1,0,0,0,6,0,0,0,SI,NO,6,0,0,0,1,0,0,0,0,2024-3,0,0,0
2243330047,R,I.C.,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,63,67,100,0,5,6,8,0,66,19,APROBADO,APROBADO,APROBADO,REPROBADO,APROBADO,SI,8,9,8,9,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.67,5,8.8,SI,SI,0,0,6,5,0,0,1,1,6,2024-3,9,8.729090909,16
2243330362,H,I.S.C.,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,75,33,88,75,6,3,7,3,66,19,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,8.43,8,8.63,SI,SI,SI,SI,1,0,7,8,0.13,0,0.88,1,5,8.5,5,8.6,SI,SI,1,0,4,5,0.2,0,0.8,1,7,2024-3,8.53,8.55,15
2241390312,H,I.S.C.,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,50,89,75,25,4,8,6,1,66,19,REPROBADO,APROBADO,APROBADO,REPROBADO,APROBADO,SI,8,8.4,8,3,SI,SI,SI,SI,3,7,5,1,0.38,0.88,0.63,0.13,5,7.33,4,9,SI,SI,2,3,3,1,0.4,0.75,0.6,0.25,0,2024-3,5.7,8.072222222,6
2243330179,C,I.I.S.,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,88,67,75,0,7,6,6,0,66,19,APROBADO,APROBADO,APROBADO,REPROBADO,APROBADO,SI,8,9,9,8.89,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,8.4,5,8.4,SI,SI,0,0,5,5,0,0,1,1,4,2024-3,8.941764706,8.4,17
2243330393,I,I.S.C.,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,88,56,88,0,7,5,7,0,66,19,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,7.71,8,6.43,SI,SI,SI,SI,1,2,7,6,0.13,0.25,0.88,0.75,5,7.5,5,5.8,SI,SI,1,1,4,4,0.2,0.2,0.8,0.8,4,2024-3,7.07,6.65,13
2243330090,A,I.C.,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,100,56,75,0,8,5,6,0,66,19,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,9.13,7,8.86,SI,SI,SI,SI,0,0,8,7,0,0,1,1,6,9,4,8.5,SI,SI,0,0,6,4,0,0,1,1,0,2024-3,9.004,8.8,15
2243330359,G,I.S.C. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,100,67,50,25,8,6,4,1,66,19,APROBADO,APROBADO,REPROBADO,REPROBADO,APROBADO,SI,8,7.43,7,7.57,SI,SI,SI,SI,1,0,7,7,0.13,0,0.88,1,5,7.5,5,7,SI,SI,1,0,4,5,0.2,0,0.8,1,3,2024-3,7.495333333,7.25,14
2243330051,R,I.C.,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,88,33,88,25,7,3,7,1,62,18,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,8.88,8,7.88,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,8.5,5,7.2,SI,SI,0,0,6,5,0,0,1,1,5,2024-3,8.38,7.909090909,16
2243330071,R,I.C.,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,63,44,75,75,5,4,6,3,62,18,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,6.75,7,7.33,SI,SI,SI,SI,1,1,7,6,0.13,0.14,0.88,0.86,6,6.67,4,7.67,SI,SI,1,1,5,3,0.17,0.25,0.83,0.75,4,2024-3,7.020666667,7.07,13
2243330098,B,I.C.,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,75,22,88,75,6,2,7,3,62,18,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,9.63,8,9.75,SI,SI,SI,SI,0,0,8,8,0,0,1,1,6,9.67,5,9.8,SI,SI,0,0,6,5,0,0,1,1,1,2024-3,9.69,9.729090909,16
2243330074,S,I.C.,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,88,56,63,25,7,5,5,1,62,18,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,9.13,8,7.67,SI,SI,SI,SI,0,2,8,6,0,0.25,1,0.75,6,8.83,5,7.67,SI,SI,0,2,6,3,0,0.4,1,0.6,6,2024-3,8.4,8.302727273,14
2243330370,H,I.S.C.,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,88,56,75,0,7,5,6,0,62,18,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,7.71,9,6.43,SI,SI,SI,SI,1,4,7,5,0.13,0.44,0.88,0.56,5,8,4,8.75,SI,SI,1,0,4,4,0.2,0,0.8,1,3,2024-3,7.032352941,8.333333333,12
2213267004,H,I.S.C.,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,63,44,100,25,5,4,8,1,62,18,APROBADO,REPROBADO,APROBADO,REPROBADO,APROBADO,SI,8,7.33,8,6.33,SI,SI,SI,SI,2,3,6,5,0.25,0.38,0.75,0.63,5,7.67,5,7.5,SI,SI,2,1,3,4,0.4,0.2,0.6,0.8,3,2024-3,6.83,7.585,11
2203267191,C,I.I.S.,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,75,67,75,0,6,6,6,0,62,18,APROBADO,APROBADO,APROBADO,REPROBADO,APROBADO,SI,8,8.5,7,9.14,SI,SI,SI,SI,0,0,8,7,0,0,1,1,5,8.2,4,9.75,SI,SI,0,0,5,4,0,0,1,1,4,2024-3,8.798666667,8.888888889,15
2243330171,C,I.I.S.,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,88,33,63,75,7,3,5,3,62,18,APROBADO,REPROBADO,APROBADO,APROBADO,APROBADO,SI,8,8,9,8.89,SI,SI,SI,SI,0,0,8,9,0,0,1,1,5,7.8,5,8.8,SI,SI,0,0,5,5,0,0,1,1,6,2024-3,8.471176471,8.3,17
