Accuracy,MAE,RMSE,NUMERO,PercentTest
0.9629629629629629,,,1,0.2
0.9507042253521126,,,1,0.3
0.9588477366255144,,,1,0.4
0.9605911330049262,,,1,0.5
0.9753086419753086,,,1,0.6
0.9836065573770492,,,1,0.7
0.9629629629629629,,,1,0.8
0.9567901234567902,,,2,0.2
0.9507042253521126,,,2,0.3
0.9588477366255144,,,2,0.4
0.9605911330049262,,,2,0.5
0.9876543209876543,,,2,0.6
0.9754098360655737,,,2,0.7
0.9753086419753086,,,2,0.8
0.9629629629629629,,,3,0.2
0.9507042253521126,,,3,0.3
0.9506172839506173,,,3,0.4
0.9704433497536946,,,3,0.5
0.9814814814814815,,,3,0.6
0.9754098360655737,,,3,0.7
0.9753086419753086,,,3,0.8
0.9598765432098766,,,4,0.2
0.954225352112676,,,4,0.3
0.9588477366255144,,,4,0.4
0.9605911330049262,,,4,0.5
0.9753086419753086,,,4,0.6
0.9754098360655737,,,4,0.7
0.9753086419753086,,,4,0.8
0.9567901234567902,,,5,0.2
0.954225352112676,,,5,0.3
0.9588477366255144,,,5,0.4
0.9655172413793104,,,5,0.5
0.9753086419753086,,,5,0.6
0.9754098360655737,,,5,0.7
0.9876543209876543,,,5,0.8
0.9598765432098766,,,6,0.2
0.9507042253521126,,,6,0.3
0.9547325102880658,,,6,0.4
0.9704433497536946,,,6,0.5
0.9814814814814815,,,6,0.6
0.9754098360655737,,,6,0.7
0.9876543209876543,,,6,0.8
0.9567901234567902,,,7,0.2
0.954225352112676,,,7,0.3
0.9547325102880658,,,7,0.4
0.9655172413793104,,,7,0.5
0.9753086419753086,,,7,0.6
0.9836065573770492,,,7,0.7
0.9876543209876543,,,7,0.8
0.9598765432098766,,,8,0.2
0.9507042253521126,,,8,0.3
0.9547325102880658,,,8,0.4
0.9704433497536946,,,8,0.5
0.9814814814814815,,,8,0.6
0.9754098360655737,,,8,0.7
0.9753086419753086,,,8,0.8
0.9598765432098766,,,9,0.2
0.9507042253521126,,,9,0.3
0.9547325102880658,,,9,0.4
0.9655172413793104,,,9,0.5
0.9753086419753086,,,9,0.6
0.9754098360655737,,,9,0.7
0.9629629629629629,,,9,0.8
0.9629629629629629,,,10,0.2
0.9577464788732394,,,10,0.3
0.9588477366255144,,,10,0.4
0.9556650246305419,,,10,0.5
0.9876543209876543,,,10,0.6
0.9754098360655737,,,10,0.7
1.0,,,10,0.8
0.9598765432098766,,,11,0.2
0.954225352112676,,,11,0.3
0.9547325102880658,,,11,0.4
0.9655172413793104,,,11,0.5
0.9753086419753086,,,11,0.6
0.9754098360655737,,,11,0.7
0.9753086419753086,,,11,0.8
0.9598765432098766,,,12,0.2
0.9507042253521126,,,12,0.3
0.9588477366255144,,,12,0.4
0.9655172413793104,,,12,0.5
0.9753086419753086,,,12,0.6
0.9836065573770492,,,12,0.7
0.9753086419753086,,,12,0.8
0.9598765432098766,,,13,0.2
0.9507042253521126,,,13,0.3
0.9547325102880658,,,13,0.4
0.9655172413793104,,,13,0.5
0.9753086419753086,,,13,0.6
0.9754098360655737,,,13,0.7
0.9753086419753086,,,13,0.8
0.9598765432098766,,,14,0.2
0.954225352112676,,,14,0.3
0.9506172839506173,,,14,0.4
0.9753694581280788,,,14,0.5
0.9814814814814815,,,14,0.6
0.9754098360655737,,,14,0.7
0.9876543209876543,,,14,0.8
0.9567901234567902,,,15,0.2
0.9577464788732394,,,15,0.3
0.9588477366255144,,,15,0.4
0.9605911330049262,,,15,0.5
0.9753086419753086,,,15,0.6
0.9754098360655737,,,15,0.7
0.9753086419753086,,,15,0.8
0.9598765432098766,,,16,0.2
0.9507042253521126,,,16,0.3
0.9547325102880658,,,16,0.4
0.9753694581280788,,,16,0.5
0.9753086419753086,,,16,0.6
0.9754098360655737,,,16,0.7
0.9753086419753086,,,16,0.8
0.9629629629629629,,,17,0.2
0.954225352112676,,,17,0.3
0.9547325102880658,,,17,0.4
0.9753694581280788,,,17,0.5
0.9753086419753086,,,17,0.6
0.9754098360655737,,,17,0.7
0.9753086419753086,,,17,0.8
0.9629629629629629,,,18,0.2
0.9507042253521126,,,18,0.3
0.9547325102880658,,,18,0.4
0.9704433497536946,,,18,0.5
0.9753086419753086,,,18,0.6
0.9754098360655737,,,18,0.7
0.9876543209876543,,,18,0.8
0.9629629629629629,,,19,0.2
0.9507042253521126,,,19,0.3
0.9588477366255144,,,19,0.4
0.9655172413793104,,,19,0.5
0.9753086419753086,,,19,0.6
0.9754098360655737,,,19,0.7
0.9753086419753086,,,19,0.8
0.9598765432098766,,,20,0.2
0.954225352112676,,,20,0.3
0.9547325102880658,,,20,0.4
0.9605911330049262,,,20,0.5
0.9753086419753086,,,20,0.6
0.9754098360655737,,,20,0.7
0.9629629629629629,,,20,0.8
0.9598765432098766,,,21,0.2
0.9507042253521126,,,21,0.3
0.9547325102880658,,,21,0.4
0.9704433497536946,,,21,0.5
0.9753086419753086,,,21,0.6
0.9836065573770492,,,21,0.7
0.9753086419753086,,,21,0.8
0.9567901234567902,,,22,0.2
0.954225352112676,,,22,0.3
0.9588477366255144,,,22,0.4
0.9556650246305419,,,22,0.5
0.9753086419753086,,,22,0.6
0.9754098360655737,,,22,0.7
0.9629629629629629,,,22,0.8
0.9598765432098766,,,23,0.2
0.9507042253521126,,,23,0.3
0.9547325102880658,,,23,0.4
0.9704433497536946,,,23,0.5
0.9753086419753086,,,23,0.6
0.9754098360655737,,,23,0.7
0.9753086419753086,,,23,0.8
0.9629629629629629,,,24,0.2
0.954225352112676,,,24,0.3
0.9588477366255144,,,24,0.4
0.9655172413793104,,,24,0.5
0.9876543209876543,,,24,0.6
0.9754098360655737,,,24,0.7
0.9753086419753086,,,24,0.8
0.9598765432098766,,,25,0.2
0.9507042253521126,,,25,0.3
