Accuracy,MAE,RMSE,NUMERO,PercentTest
0.9876543209876543,,,25,0.6
0.9754098360655737,,,25,0.7
0.9876543209876543,,,25,0.8
0.9629629629629629,,,26,0.2
0.954225352112676,,,26,0.3
0.9506172839506173,,,26,0.4
0.9605911330049262,,,26,0.5
0.9753086419753086,,,26,0.6
0.9754098360655737,,,26,0.7
0.9876543209876543,,,26,0.8
0.9598765432098766,,,27,0.2
0.9507042253521126,,,27,0.3
0.9547325102880658,,,27,0.4
0.9655172413793104,,,27,0.5
0.9753086419753086,,,27,0.6
0.9918032786885246,,,27,0.7
0.9876543209876543,,,27,0.8
0.9598765432098766,,,28,0.2
0.9577464788732394,,,28,0.3
0.9588477366255144,,,28,0.4
0.9753694581280788,,,28,0.5
0.9753086419753086,,,28,0.6
0.9754098360655737,,,28,0.7
1.0,,,28,0.8
0.9598765432098766,,,29,0.2
0.9507042253521126,,,29,0.3
0.9588477366255144,,,29,0.4
0.9753694581280788,,,29,0.5
0.9753086419753086,,,29,0.6
0.9754098360655737,,,29,0.7
0.9753086419753086,,,29,0.8
0.9598765432098766,,,30,0.2
0.954225352112676,,,30,0.3
0.9547325102880658,,,30,0.4
0.9556650246305419,,,30,0.5
0.9814814814814815,,,30,0.6
0.9754098360655737,,,30,0.7
0.9753086419753086,,,30,0.8
0.9598765432098766,,,31,0.2
0.9507042253521126,,,31,0.3
0.9588477366255144,,,31,0.4
0.9704433497536946,,,31,0.5
0.9814814814814815,,,31,0.6
0.9754098360655737,,,31,0.7
0.9753086419753086,,,31,0.8
0.9598765432098766,,,32,0.2
0.9507042253521126,,,32,0.3
0.9588477366255144,,,32,0.4
0.9605911330049262,,,32,0.5
0.9753086419753086,,,32,0.6
0.9754098360655737,,,32,0.7
0.9629629629629629,,,32,0.8
0.9598765432098766,,,33,0.2
0.9507042253521126,,,33,0.3
0.9588477366255144,,,33,0.4
0.9704433497536946,,,33,0.5
0.9876543209876543,,,33,0.6
0.9754098360655737,,,33,0.7
0.9753086419753086,,,33,0.8
0.9598765432098766,,,34,0.2
0.954225352112676,,,34,0.3
0.9547325102880658,,,34,0.4
0.9704433497536946,,,34,0.5
0.9753086419753086,,,34,0.6
0.9754098360655737,,,34,0.7
0.9876543209876543,,,34,0.8
0.9567901234567902,,,35,0.2
0.9577464788732394,,,35,0.3
0.9588477366255144,,,35,0.4
0.9655172413793104,,,35,0.5
0.9753086419753086,,,35,0.6
0.9918032786885246,,,35,0.7
0.9753086419753086,,,35,0.8
0.9629629629629629,,,36,0.2
0.9507042253521126,,,36,0.3
0.9547325102880658,,,36,0.4
0.9605911330049262,,,36,0.5
0.9876543209876543,,,36,0.6
0.9754098360655737,,,36,0.7
0.9876543209876543,,,36,0.8
0.9598765432098766,,,37,0.2
0.9507042253521126,,,37,0.3
0.9588477366255144,,,37,0.4
0.9704433497536946,,,37,0.5
0.9876543209876543,,,37,0.6
0.9754098360655737,,,37,0.7
0.9876543209876543,,,37,0.8
0.9598765432098766,,,38,0.2
0.9577464788732394,,,38,0.3
0.9588477366255144,,,38,0.4
0.9605911330049262,,,38,0.5
0.9753086419753086,,,38,0.6
0.9754098360655737,,,38,0.7
0.9876543209876543,,,38,0.8
0.9598765432098766,,,39,0.2
0.9507042253521126,,,39,0.3
0.9506172839506173,,,39,0.4
0.9655172413793104,,,39,0.5
0.9876543209876543,,,39,0.6
0.9754098360655737,,,39,0.7
0.9753086419753086,,,39,0.8
0.9567901234567902,,,40,0.2
0.954225352112676,,,40,0.3
0.9547325102880658,,,40,0.4
0.9556650246305419,,,40,0.5
0.9753086419753086,,,40,0.6
0.9754098360655737,,,40,0.7
0.9876543209876543,,,40,0.8
0.9567901234567902,,,41,0.2
0.954225352112676,,,41,0.3
0.9547325102880658,,,41,0.4
0.9605911330049262,,,41,0.5
0.9814814814814815,,,41,0.6
0.9754098360655737,,,41,0.7
0.9753086419753086,,,41,0.8
0.9598765432098766,,,42,0.2
0.954225352112676,,,42,0.3
0.9588477366255144,,,42,0.4
0.9655172413793104,,,42,0.5
0.9814814814814815,,,42,0.6
0.9754098360655737,,,42,0.7
0.9753086419753086,,,42,0.8
0.9567901234567902,,,43,0.2
0.954225352112676,,,43,0.3
0.9547325102880658,,,43,0.4
0.9605911330049262,,,43,0.5
0.9753086419753086,,,43,0.6
0.9754098360655737,,,43,0.7
0.9876543209876543,,,43,0.8
0.9598765432098766,,,44,0.2
0.954225352112676,,,44,0.3
0.9547325102880658,,,44,0.4
0.9704433497536946,,,44,0.5
0.9753086419753086,,,44,0.6
0.9836065573770492,,,44,0.7
0.9753086419753086,,,44,0.8
0.9629629629629629,,,45,0.2
0.9507042253521126,,,45,0.3
0.9588477366255144,,,45,0.4
0.9655172413793104,,,45,0.5
0.9753086419753086,,,45,0.6
0.9754098360655737,,,45,0.7
0.9629629629629629,,,45,0.8
0.9598765432098766,,,46,0.2
0.9507042253521126,,,46,0.3
0.9588477366255144,,,46,0.4
0.9605911330049262,,,46,0.5
0.9814814814814815,,,46,0.6
0.9754098360655737,,,46,0.7
0.9753086419753086,,,46,0.8
0.9598765432098766,,,47,0.2
0.9507042253521126,,,47,0.3
0.9588477366255144,,,47,0.4
0.9605911330049262,,,47,0.5
0.9753086419753086,,,47,0.6
0.9754098360655737,,,47,0.7
0.9753086419753086,,,47,0.8
0.9598765432098766,,,48,0.2
0.954225352112676,,,48,0.3
0.9506172839506173,,,48,0.4
0.9753694581280788,,,48,0.5
0.9753086419753086,,,48,0.6
0.9754098360655737,,,48,0.7
0.9629629629629629,,,48,0.8
0.9598765432098766,,,49,0.2
0.9507042253521126,,,49,0.3
0.9547325102880658,,,49,0.4
0.9556650246305419,,,49,0.5
0.9814814814814815,,,49,0.6
0.9754098360655737,,,49,0.7
0.9629629629629629,,,49,0.8
0.9629629629629629,,,50,0.2
0.9507042253521126,,,50,0.3
0.9588477366255144,,,50,0.4
0.9753694581280788,,,50,0.5
0.9753086419753086,,,50,0.6
0.9836065573770492,,,50,0.7
0.9753086419753086,,,50,0.8
0.9598765432098766,,,51,0.2
0.9577464788732394,,,51,0.3
0.9547325102880658,,,51,0.4
0.9507389162561576,,,51,0.5
0.9753086419753086,,,51,0.6
0.9672131147540983,,,51,0.7
0.9753086419753086,,,51,0.8
0.9629629629629629,,,52,0.2
0.9577464788732394,,,52,0.3
0.9547325102880658,,,52,0.4
0.9605911330049262,,,52,0.5
0.9814814814814815,,,52,0.6
0.9754098360655737,,,52,0.7
0.9753086419753086,,,52,0.8
0.9567901234567902,,,53,0.2
0.9507042253521126,,,53,0.3
0.9547325102880658,,,53,0.4
0.9704433497536946,,,53,0.5
0.9753086419753086,,,53,0.6
0.9754098360655737,,,53,0.7
0.9629629629629629,,,53,0.8
0.9567901234567902,,,54,0.2
0.9507042253521126,,,54,0.3
0.9547325102880658,,,54,0.4
0.9704433497536946,,,54,0.5
0.9814814814814815,,,54,0.6
0.9754098360655737,,,54,0.7
0.9876543209876543,,,54,0.8
0.9629629629629629,,,55,0.2
0.9507042253521126,,,55,0.3
0.9506172839506173,,,55,0.4
0.9704433497536946,,,55,0.5
0.9753086419753086,,,55,0.6
0.9754098360655737,,,55,0.7
0.9753086419753086,,,55,0.8
0.9598765432098766,,,56,0.2
0.954225352112676,,,56,0.3
0.9588477366255144,,,56,0.4
0.9655172413793104,,,56,0.5
0.9753086419753086,,,56,0.6
0.9836065573770492,,,56,0.7
0.9753086419753086,,,56,0.8
0.9598765432098766,,,57,0.2
0.9507042253521126,,,57,0.3
0.9547325102880658,,,57,0.4
0.9753694581280788,,,57,0.5
0.9876543209876543,,,57,0.6
0.9754098360655737,,,57,0.7
0.9876543209876543,,,57,0.8
0.9567901234567902,,,58,0.2
0.9507042253521126,,,58,0.3
0.9506172839506173,,,58,0.4
0.9605911330049262,,,58,0.5
0.9753086419753086,,,58,0.6
0.9754098360655737,,,58,0.7
0.9876543209876543,,,58,0.8
0.9629629629629629,,,59,0.2
0.954225352112676,,,59,0.3
0.9547325102880658,,,59,0.4
0.9655172413793104,,,59,0.5
0.9753086419753086,,,59,0.6
0.9836065573770492,,,59,0.7
0.9753086419753086,,,59,0.8
0.9598765432098766,,,60,0.2
0.9507042253521126,,,60,0.3
0.9588477366255144,,,60,0.4
0.9605911330049262,,,60,0.5
0.9814814814814815,,,60,0.6
0.9754098360655737,,,60,0.7
