Accuracy,MAE,RMSE,NUMERO,PercentTest
0.9917695473251029,,,43,0.4
0.9901477832512315,,,43,0.5
1.0,,,43,0.6
1.0,,,43,0.7
1.0,,,43,0.8
0.9567901234567902,,,44,0.2
0.9507042253521126,,,44,0.3
0.9917695473251029,,,44,0.4
0.9901477832512315,,,44,0.5
1.0,,,44,0.6
1.0,,,44,0.7
1.0,,,44,0.8
0.9567901234567902,,,45,0.2
0.9507042253521126,,,45,0.3
0.9917695473251029,,,45,0.4
0.9901477832512315,,,45,0.5
1.0,,,45,0.6
1.0,,,45,0.7
1.0,,,45,0.8
0.9567901234567902,,,46,0.2
0.9507042253521126,,,46,0.3
0.9917695473251029,,,46,0.4
0.9901477832512315,,,46,0.5
1.0,,,46,0.6
1.0,,,46,0.7
1.0,,,46,0.8
0.9567901234567902,,,47,0.2
0.9507042253521126,,,47,0.3
0.9917695473251029,,,47,0.4
0.9901477832512315,,,47,0.5
1.0,,,47,0.6
1.0,,,47,0.7
1.0,,,47,0.8
0.9567901234567902,,,48,0.2
0.9507042253521126,,,48,0.3
0.9917695473251029,,,48,0.4
0.9901477832512315,,,48,0.5
1.0,,,48,0.6
1.0,,,48,0.7
1.0,,,48,0.8
0.9567901234567902,,,49,0.2
0.9507042253521126,,,49,0.3
0.9917695473251029,,,49,0.4
0.9901477832512315,,,49,0.5
1.0,,,49,0.6
1.0,,,49,0.7
1.0,,,49,0.8
0.9567901234567902,,,50,0.2
0.9507042253521126,,,50,0.3
0.9917695473251029,,,50,0.4
0.9901477832512315,,,50,0.5
1.0,,,50,0.6
1.0,,,50,0.7
1.0,,,50,0.8
0.9567901234567902,,,51,0.2
0.9507042253521126,,,51,0.3
0.9917695473251029,,,51,0.4
0.9901477832512315,,,51,0.5
1.0,,,51,0.6
1.0,,,51,0.7
1.0,,,51,0.8
0.9567901234567902,,,52,0.2
0.9507042253521126,,,52,0.3
0.9917695473251029,,,52,0.4
0.9901477832512315,,,52,0.5
1.0,,,52,0.6
1.0,,,52,0.7
1.0,,,52,0.8
0.9567901234567902,,,53,0.2
0.9507042253521126,,,53,0.3
0.9917695473251029,,,53,0.4
0.9901477832512315,,,53,0.5
1.0,,,53,0.6
1.0,,,53,0.7
1.0,,,53,0.8
0.9567901234567902,,,54,0.2
0.9507042253521126,,,54,0.3
0.9917695473251029,,,54,0.4
0.9901477832512315,,,54,0.5
1.0,,,54,0.6
1.0,,,54,0.7
1.0,,,54,0.8
0.9567901234567902,,,55,0.2
0.9507042253521126,,,55,0.3
0.9917695473251029,,,55,0.4
0.9901477832512315,,,55,0.5
1.0,,,55,0.6
1.0,,,55,0.7
1.0,,,55,0.8
0.9567901234567902,,,56,0.2
0.9507042253521126,,,56,0.3
0.9917695473251029,,,56,0.4
0.9901477832512315,,,56,0.5
1.0,,,56,0.6
1.0,,,56,0.7
1.0,,,56,0.8
0.9567901234567902,,,57,0.2
0.9507042253521126,,,57,0.3
0.9917695473251029,,,57,0.4
0.9901477832512315,,,57,0.5
1.0,,,57,0.6
1.0,,,57,0.7
1.0,,,57,0.8
0.9567901234567902,,,58,0.2
0.9507042253521126,,,58,0.3
0.9917695473251029,,,58,0.4
0.9901477832512315,,,58,0.5
1.0,,,58,0.6
1.0,,,58,0.7
1.0,,,58,0.8
0.9567901234567902,,,59,0.2
0.9507042253521126,,,59,0.3
0.9917695473251029,,,59,0.4
0.9901477832512315,,,59,0.5
1.0,,,59,0.6
1.0,,,59,0.7
1.0,,,59,0.8
0.9567901234567902,,,60,0.2
0.9507042253521126,,,60,0.3
0.9917695473251029,,,60,0.4
0.9901477832512315,,,60,0.5
1.0,,,60,0.6
1.0,,,60,0.7
